date,tweet_id,post_date,comment_num,retweet_num,like_num,Subjuctivity,Polarity,Class_sentiment_negative,Class_sentiment_neutral,Class_sentiment_positive,tweet_count,total_count_tweet
2015-02-18,1.3632768944082484e+20,341823447805,40,63,126,81.00513708513708,25.678782467532468,21,112,107,240,303
2015-02-19,2.3305802976148315e+20,583987703707,94,132,246,127.2859139009139,33.931454725829724,51,202,157,410,542
2015-02-20,2.6106836613362483e+20,653818802042,90,178,300,123.9665076960077,33.6673823953824,54,245,160,459,637
2015-02-21,1.0528787518127192e+20,263537055807,40,52,134,48.80800865800866,18.115728715728714,14,104,67,185,237
2015-02-22,8.599074279386e+19,215115871810,37,46,154,41.24262746512746,14.016601731601732,15,83,53,151,197
2015-02-23,2.211160010698248e+20,552786132766,115,270,312,118.59005411255411,37.95741883116883,52,196,140,388,658
2015-02-24,2.1269603003707766e+20,531446130624,113,174,455,120.7668253968254,39.31540764790765,49,172,152,373,547
2015-02-25,1.9856950024418856e+20,495857229111,55,34,216,93.09925685425685,21.377884199134197,53,192,103,348,382
2015-02-26,2.637802806226919e+20,658331877755,126,224,352,133.25071248196247,33.26460858585859,77,236,149,462,686
2015-02-27,1.725258940967512e+20,430361540722,46,62,157,74.86190957190956,12.552344877344877,39,182,81,302,364
2015-02-28,6.402428816934015e+19,159614096924,13,51,77,29.815595238095238,7.117467532467533,12,68,32,112,163
2015-03-01,5.54828783077164e+19,138245141503,10,41,70,20.092658730158732,6.502083333333334,8,66,23,97,138
2015-03-02,2.3869798390484625e+20,594354218377,103,185,307,103.54237399505256,26.059662956091525,39,259,119,417,602
2015-03-03,2.050448409229701e+20,510289420374,59,165,159,80.59993867243867,18.573333333333334,50,222,86,358,523
2015-03-04,1.9715459342499807e+20,490364549147,57,76,142,74.6025937950938,18.345220057720056,45,208,91,344,420
2015-03-05,1.8810478869035716e+20,467585547962,39,60,135,85.02573953823953,18.967974386724386,39,194,95,328,388
2015-03-06,2.0831511990661146e+20,517513290524,54,124,170,82.79159632034631,15.19525432900433,51,226,86,363,487
2015-03-07,1.1598124583626116e+20,287996748618,21,114,126,39.239992784992786,12.53845238095238,13,140,49,202,316
2015-03-08,7.986192950762509e+19,198188629168,17,27,53,27.59617257742258,9.126100288600288,12,89,38,139,166
2015-03-09,2.7136644668651962e+20,673028910421,74,148,241,115.90590007215008,17.003277417027416,71,285,116,472,620
2015-03-10,2.2493424944194653e+20,557562979031,47,80,170,101.19306277056278,29.062907647907647,43,226,122,391,471
2015-03-11,1.9457076247938617e+20,482015505986,65,113,178,91.40250631313131,22.044554473304473,45,182,111,338,451
2015-03-12,1.5609952337065473e+20,386491304550,33,58,120,63.65710858585859,14.975142496392497,34,166,71,271,329
2015-03-13,2.397729716831038e+20,593321680457,59,155,227,106.78304473304473,30.823897005772007,60,242,114,416,571
2015-03-14,1.0496383807544218e+20,259593294420,12,72,80,37.526338383838386,10.637803030303031,17,123,42,182,254
2015-03-15,1.0329912812890563e+20,255329891725,20,121,157,46.30954184704185,17.968371212121212,12,101,66,179,300
2015-03-16,3.239745902987585e+20,800277981990,257,924,458,158.64240175565175,39.779631673881674,76,292,193,561,1485
2015-03-17,1.6700572104590872e+20,412290574244,50,140,266,72.21549783549783,23.728134920634922,33,172,84,289,429
2015-03-18,1.9312530301561458e+20,476515541697,54,354,314,107.97033369408369,34.45655844155844,35,152,147,334,688
2015-03-19,4.790616500003177e+20,1181372556499,145,393,619,225.67599206349206,58.94006192881193,96,463,269,828,1221
2015-03-20,2.4082832953977202e+20,593573297389,38,139,209,95.90286465848966,29.00540764790765,49,261,106,416,555
2015-03-21,1.1990853295141475e+20,295377261697,13,79,85,48.58417693417693,10.091402347652348,29,130,48,207,286
2015-03-22,8.578506911634771e+19,211200330459,41,91,152,44.49602813852814,11.921883116883118,19,80,49,148,239
2015-03-23,1.2063964018070228e+20,296840406217,34,65,112,45.70782731157731,11.823845182595184,27,134,47,208,273
2015-03-24,1.5495703098566066e+20,381063573248,30,75,155,60.2864905002405,12.450283189033188,31,171,65,267,342
2015-03-25,2.1776997180941084e+20,535233522565,38,162,240,92.06392436267436,24.35870670995671,56,208,111,375,537
2015-03-26,1.6561436064066922e+20,406803508182,41,62,132,77.11597763347763,19.176112914862916,49,148,88,285,347
2015-03-27,3.0411422924256444e+20,746567173912,141,179,391,173.30900613275614,32.45014971139971,94,253,176,523,702
2015-03-28,9.367280682853517e+19,229835768345,64,53,106,56.35782106782107,14.686506132756133,30,66,65,161,214
2015-03-29,9.547850851941818e+19,234132786098,27,150,145,46.92211915069058,12.221936198721913,18,94,52,164,314
2015-03-30,5.284067829777002e+20,1294955315940,184,657,767,310.4273328523328,95.32269119769119,124,356,427,907,1564
2015-03-31,2.9960831724875776e+20,733893365994,135,351,426,142.82653762903763,41.28877344877345,58,263,193,514,865
2015-04-01,2.263172685602175e+20,554026211575,93,983,429,112.94607443482444,30.380084776334776,54,202,132,388,1371
2015-04-02,2.3870130028030853e+20,584044329272,72,122,208,122.94837842712842,39.15289772727272,46,211,152,409,531
2015-04-03,1.4424507433744844e+20,352732944285,32,119,163,85.85312049062048,28.79674963924964,32,112,103,247,366
2015-04-04,9.349256674336852e+19,228503960781,13,53,58,40.49269397269397,13.534605810855812,11,104,45,160,213
2015-04-05,8.595216541950217e+19,209951334349,16,77,55,48.27593795093795,10.95849567099567,17,89,41,147,224
2015-04-06,5.072801537331407e+20,1238364936040,147,473,698,243.5752644022644,79.62489321789322,110,457,300,867,1340
2015-04-07,1.9729209269143562e+20,481375486695,57,92,225,95.23719336219337,23.67128787878788,45,178,114,337,429
2015-04-08,3.4855912550508003e+20,849959781058,88,287,461,193.40003908128907,21.66559343434343,111,276,208,595,882
2015-04-09,2.075005770569051e+20,505719573598,56,105,207,106.37733441558441,25.378166125541124,54,173,127,354,459
2015-04-10,1.460453890370191e+20,355739842695,34,89,135,68.03941558441558,16.16362554112554,38,133,78,249,338
2015-04-11,6.983598378291475e+19,170021557949,12,764,356,38.8262543012543,4.30875541125541,24,62,33,119,883
2015-04-12,8.515407921859546e+19,207183385825,21,70,165,34.50328282828283,2.656818181818182,16,98,31,145,215
2015-04-13,1.2163604269067787e+20,295789132117,35,87,148,64.81988455988456,15.320809283309284,34,105,68,207,294
2015-04-14,1.9402842237958167e+20,471575522244,32,74,136,99.41682178932179,21.57060515873016,39,185,106,330,404
2015-04-15,1.5414276022623384e+20,374425261097,10,55,96,52.00419191919192,14.260963203463202,20,183,59,262,317
2015-04-16,1.0831887712959513e+20,262970868024,13,64,117,64.73854256854257,16.535483405483404,21,88,75,184,248
2015-04-17,1.496226346077425e+20,363036899377,13,41,110,68.99930856180856,6.92974446849447,52,145,57,254,295
2015-04-18,6.483486422660903e+19,157229683361,9,20,52,17.837402597402598,6.185252525252525,1,84,25,110,130
2015-04-19,6.310646126039163e+19,152951095066,5,28,50,25.69128787878788,7.033279220779221,5,74,28,107,135
2015-04-20,1.9652299517675166e+20,476036779665,60,164,350,92.83038961038962,27.365579004329003,28,188,117,333,497
2015-04-21,2.409340358208918e+20,583287819937,65,103,242,126.3827929015429,36.48760184260184,56,215,137,408,511
2015-04-22,3.805338086525516e+20,920736053323,143,335,656,180.88441594516596,55.73438005050505,81,338,225,644,979
2015-04-23,2.1402762236441782e+20,517586422262,54,92,233,112.02473737373737,34.5417886002886,51,170,141,362,454
2015-04-24,2.4374990457117884e+20,589114515263,33,80,220,123.3951984126984,41.43979888167388,44,214,154,412,492
2015-04-25,8.169157258170026e+19,197336015091,20,106,151,34.90746620971621,9.79464898989899,16,80,42,138,244
2015-04-26,8.470067652980053e+19,204497616250,18,32,78,46.43467171717172,16.250032467532467,15,66,62,143,175
2015-04-27,4.3030919189077e+20,1038287897360,122,209,493,241.14879329004327,75.23246933621934,96,323,307,726,935
2015-04-28,2.4255127059311447e+20,584962233735,30,176,256,109.60766955266955,29.24688492063492,55,226,128,409,585
2015-04-29,2.124455160952975e+20,512053878835,34,66,152,104.33564574314575,29.235609668109667,39,192,127,358,424
2015-04-30,3.5033623078341666e+20,843939301122,62,284,401,127.1297077922078,32.41223124098124,57,369,164,590,874
2015-05-01,7.254099727779223e+20,1746618718421,235,691,940,346.060073953824,91.56306427368928,178,619,424,1221,1912
2015-05-02,1.8250791137755e+20,439185613964,61,156,303,76.72596861471861,29.44852994227994,19,186,102,307,463
2015-05-03,1.6655308794416517e+19,40058314334,14,72,79,3.9583333333333335,0.9833333333333334,2,22,4,28,100
2015-05-04,2.7380064797987553e+20,658143249555,64,161,319,105.46274350649351,34.16034271284271,33,293,134,460,621
2015-05-05,3.627098829349287e+20,871377274167,81,314,510,169.27073569023568,49.36351695526695,72,320,217,609,923
2015-05-06,6.133038913146712e+20,1472434230736,235,708,933,286.05812002812,68.65515949328449,144,547,338,1029,1737
2015-05-07,5.79052131988749e+20,1389515546435,121,342,503,214.4744715007215,35.036758658008665,167,586,218,971,1313
2015-05-08,2.4524456840808628e+20,588182035904,46,119,255,86.27002525252524,27.863609307359308,29,270,112,411,530
2015-05-09,2.465672814080233e+20,591075065220,22,103,160,83.52779553779554,14.906364746364746,30,305,78,413,516
2015-05-10,7.886053816162663e+19,188928034044,5,46,96,31.461969696969696,13.919794372294373,10,82,40,132,178
2015-05-11,2.462757929096135e+20,589716733953,58,117,294,107.64960497835497,32.8020183982684,42,242,128,412,529
2015-05-12,8.01601615944985e+19,191815558360,26,36,88,33.895306637806634,9.68726911976912,12,77,45,134,170
2015-05-13,2.016975866941444e+20,482425838311,34,121,244,93.27233405483406,31.878405483405484,41,183,113,337,458
2015-05-14,2.449245850282049e+20,585528075974,36,80,185,87.00083092833093,29.86232142857143,27,285,97,409,489
2015-05-15,2.5048026242603952e+20,598452167454,41,582,227,90.95196248196248,20.73524531024531,36,276,106,418,1000
2015-05-16,1.5888107970746856e+20,379421469419,14,44,131,35.182382154882156,7.999520202020202,14,210,41,265,309
2015-05-17,1.2178254754150493e+20,290668721699,8,76,141,28.174271284271285,6.586948051948052,8,166,29,203,279
2015-05-18,2.6112914168726838e+20,622901252684,39,144,205,88.21041486291486,3.7599320586820584,65,294,76,435,579
2015-05-19,9.251178048170266e+19,220537113270,11,8,38,25.39981277056277,6.8127521645021645,15,111,28,154,162
2015-05-20,2.1575997526809952e+20,514132942447,16,34,88,73.81901334776335,19.596226551226554,30,255,74,359,393
2015-05-21,2.9467391304917503e+20,701784872970,24,101,199,88.04661976911977,8.857555916305918,82,328,80,490,591
2015-05-22,2.382877173788431e+20,567190868754,25,50,122,80.64113636363636,22.00397186147186,32,272,92,396,446
2015-05-23,6.381745810958931e+19,151831774944,9,17,37,25.88017676767677,6.25,8,70,28,106,123
2015-05-24,2.2891642327404577e+19,54433521855,5,9,19,14.041222041847043,3.027762445887446,5,20,13,38,47
2015-05-25,1.0549635406738768e+20,250698411317,9,47,101,31.646840104340104,6.890844155844156,12,127,36,175,222
2015-05-26,1.7069632515442668e+20,405437472990,30,50,158,68.04582972582972,9.129918831168832,30,187,66,283,333
2015-05-27,1.629684269894854e+20,386840143822,31,94,141,82.21931457431457,18.923722943722943,47,142,81,270,364
2015-05-28,2.4458784141709804e+20,580292450144,81,139,252,99.90221981721982,31.067507215007215,33,237,135,405,544
2015-05-29,2.277987016562983e+20,540202228023,45,46,153,68.84660173160172,21.84582611832612,25,275,77,377,423
2015-05-30,1.4027844357452775e+20,332454701198,10,39,77,53.64310606060606,12.393896103896104,15,154,63,232,271
2015-05-31,1.500344763502965e+20,355402080253,15,73,97,62.91783383283383,19.79835137085137,6,159,83,248,321
2015-06-01,1.8161275278451e+20,429950346709,37,88,171,76.38124218374219,26.03724025974026,21,192,87,300,388
2015-06-02,1.8353214733005144e+20,434274470958,17,57,106,71.90291125541125,20.61656204906205,14,212,77,303,360
2015-06-03,1.6970471673509344e+20,401334550195,18,73,119,66.98128968253968,8.014696969696969,24,193,63,280,353
2015-06-04,1.7647399743013854e+20,417125657191,29,55,95,60.40198773448773,16.026417748917748,14,208,69,291,346
2015-06-05,2.2331037973999727e+20,527532613925,27,89,172,90.36284992784992,20.168354978354976,78,199,91,368,457
2015-06-06,4.6750374637845594e+19,110386450904,11,17,75,27.906542207792207,1.747516233766234,12,47,18,77,94
2015-06-07,6.014863597261945e+19,141935214763,22,208,207,22.540757575757574,7.435108225108225,6,66,27,99,307
2015-06-08,3.1793243672162927e+20,749861691287,45,117,295,147.14415145502645,38.52869426406926,50,283,190,523,640
2015-06-09,2.9562820026300655e+20,696857052876,55,179,315,116.83265130702631,20.71314514189514,55,305,126,486,665
2015-06-10,2.6961410835047665e+20,635234906171,40,126,210,96.12156565656565,18.980473184223182,42,290,111,443,569
2015-06-11,1.9000356305895657e+20,447416891466,10,72,126,69.00282828282828,10.82869227994228,31,207,74,312,384
2015-06-12,2.5348885764210737e+20,596591802502,13,40,60,65.32126262626262,4.948064574314575,35,315,66,416,456
2015-06-13,3.2312887828464615e+19,76012246433,5,9,18,12.542370129870129,3.3383658008658004,5,29,19,53,62
2015-06-14,8.113849545562063e+19,190759976362,10,79,98,24.76702922077922,2.198158369408369,8,102,23,133,212
2015-06-15,2.0816419414529468e+20,489122937567,30,132,195,66.09151154401154,10.333804112554112,36,237,68,341,473
2015-06-16,1.7408089711616993e+20,408822087772,17,68,114,50.06791097791098,15.287064602064602,17,208,60,285,353
2015-06-17,2.8053140444114754e+20,658459151964,30,84,191,106.70146825396824,32.66702561327561,42,275,142,459,543
2015-06-18,2.68458946353888e+20,629804154208,20,49,74,75.30850649350648,19.763376623376622,29,315,95,439,488
2015-06-19,1.7744494214932637e+20,416068313480,25,92,116,61.468229918229916,13.962103174603174,22,197,71,290,382
2015-06-20,1.108143946514925e+20,259699340839,4,49,60,28.674227994227994,9.867474747474747,6,139,36,181,230
2015-06-21,1.151644992177674e+20,269758331400,10,45,90,28.58788961038961,7.00025974025974,9,142,37,188,233
2015-06-22,2.660341244585029e+20,622781856730,44,114,176,99.37444985569985,24.61176406926407,47,274,113,434,548
2015-06-23,2.2510070278815626e+20,526670625227,40,85,160,106.0039199134199,32.97535317460317,33,190,144,367,452
2015-06-24,2.037442775100126e+20,476469632568,28,85,167,78.57617063492063,22.47596681096681,25,209,98,332,417
2015-06-25,2.505413646846361e+20,585578385631,41,105,235,89.37170634920635,21.155470779220778,37,257,114,408,513
2015-06-26,1.9722580856912957e+20,460738323750,27,48,77,87.42541967291967,35.995252525252525,12,187,122,321,369
2015-06-27,1.2848928752050754e+20,300000742966,2,10,31,80.43412837162838,29.14811854811855,7,94,108,209,219
2015-06-28,1.6609682808336083e+20,387586012771,11,29,70,95.6295238095238,33.77801046176046,14,128,128,270,299
2015-06-29,2.7019656494403358e+20,630218434743,32,73,147,104.88178391053391,38.156473665223665,26,275,138,439,512
2015-06-30,2.3649626258053618e+20,551297732960,31,56,112,78.04101911976912,22.193522727272725,37,246,101,384,440
2015-07-01,1.6822748433446686e+20,391960505727,13,72,152,69.10548729048729,15.941722582972583,28,160,85,273,345
2015-07-02,4.131271827244064e+20,962016628578,117,312,445,170.56483092833093,52.035440836940836,69,371,230,670,982
2015-07-03,1.52382735506409e+20,354673113902,12,62,103,56.89632756132756,10.02843795093795,20,174,53,247,309
2015-07-04,1.339563421591408e+20,311614870150,18,61,93,46.06583333333333,18.705,11,149,57,217,278
2015-07-05,6.423589858264984e+19,149353868982,7,25,41,25.729357864357862,5.945497835497835,7,68,29,104,129
2015-07-06,1.1124893376675961e+20,258514108065,37,96,137,49.990006974506976,16.14649494949495,13,106,61,180,276
2015-07-07,3.147723044527821e+20,731064567413,67,113,231,133.53564574314575,35.162101370851374,52,304,153,509,622
2015-07-08,2.4627086692301288e+20,571671869884,77,211,305,117.1654074074074,30.989065295815294,49,197,152,398,609
2015-07-09,1.485902684107886e+20,344747074465,18,59,118,75.5394769119769,23.116060606060607,38,113,89,240,299
2015-07-10,2.1683001372843403e+20,502788544733,25,64,162,68.24679834054834,17.819585137085138,29,243,78,350,414
2015-07-11,1.1652866893556312e+20,270083574815,5,20,43,32.97596681096681,7.34502886002886,13,145,30,188,208
2015-07-12,1.2032157178474643e+20,278720883163,13,11,39,38.75568542568542,5.212204184704186,21,125,48,194,205
2015-07-13,9.246740170309624e+19,214082357684,15,34,98,46.430950577200576,13.95522546897547,25,69,55,149,183
2015-07-14,1.6579311276745133e+20,383647096475,17,340,86,40.182397186147185,8.578638167388169,26,196,45,267,607
2015-07-15,1.8452683176688884e+20,426778612362,24,316,312,65.23247835497835,12.247337662337664,27,193,77,297,613
2015-07-16,1.8339473430562072e+20,423931029344,24,107,160,65.55700937950938,23.493170995670994,17,182,96,295,402
2015-07-17,3.483581968883561e+20,804802651844,112,285,496,142.75098965848966,42.64871272246272,58,313,189,560,845
2015-07-18,9.086490903130545e+19,209833788726,21,42,77,41.1324531024531,15.24760101010101,16,72,58,146,188
2015-07-19,4.2971011302767034e+19,99174700675,5,29,50,23.701147186147185,6.759891774891774,7,32,30,69,98
2015-07-20,2.679438575335159e+20,618081832686,51,129,265,104.73477489177489,29.182310245310244,38,262,130,430,559
2015-07-21,3.4665705033669024e+20,799241727001,118,243,359,159.9079743867244,32.651877705627705,96,294,166,556,799
2015-07-22,1.965122697392747e+20,452835192987,35,64,135,71.46556277056277,19.326626984126985,27,202,86,315,379
2015-07-23,8.115777464716427e+19,186898067953,20,7,38,36.34129148629148,-4.676176046176043,56,52,22,130,137
2015-07-24,1.473989429780146e+20,339307700449,23,51,87,52.5211537999038,15.657610028860029,22,159,55,236,287
2015-07-25,1.2497737095828501e+20,287563922036,4,15,69,31.04616883116883,4.48232683982684,14,157,29,200,215
2015-07-26,5.4401305405589996e+19,125098924685,12,38,66,21.504166666666666,11.396969696969697,7,53,27,87,125
2015-07-27,1.2702108381259363e+20,291917686065,46,79,221,56.96066378066378,15.315111832611832,35,103,65,203,282
2015-07-28,2.0471075800772044e+20,470255884595,42,85,167,77.64835678210677,25.67367303992304,26,202,99,327,412
2015-07-29,1.0587421318247704e+20,243055490102,44,84,154,41.164061216561215,13.19573384948385,20,88,61,169,253
2015-07-30,6.079317303441698e+20,1395112144254,46,150,220,120.12342352092348,23.774953102453104,28,847,95,970,1120
2015-07-31,4.959752279174122e+20,1137718173676,25,121,191,108.97445887445885,21.134244227994227,28,666,97,791,912
2015-08-01,1.0666496870991013e+20,244532855887,7,31,117,28.35034632034632,11.314588744588743,3,120,47,170,201
2015-08-02,1.5319008398140378e+20,350999095851,7,22,83,51.08270923520924,9.451093073593073,11,168,65,244,266
2015-08-03,2.2615009304589396e+20,517898974544,30,101,200,61.31987133237133,9.211901154401154,43,261,56,360,461
2015-08-04,1.451968445997132e+20,332338504409,33,87,117,46.9775505050505,17.60540404040404,19,147,65,231,318
2015-08-05,7.340416335739096e+20,1679079578109,283,750,1062,335.0682938034188,97.18149453324453,176,573,418,1167,1917
2015-08-06,2.9138071598452326e+20,666201169316,70,242,382,146.95019216894218,25.918229964479966,99,205,159,463,705
2015-08-07,3.507045490998781e+20,801495560884,26,101,168,94.80162878787878,23.00073593073593,34,418,105,557,658
2015-08-08,8.063119427864045e+19,184194851459,12,20,31,29.018715728715726,8.047662337662336,10,81,37,128,148
2015-08-09,9.140274171600296e+19,208673183059,23,65,146,33.95892255892256,2.8704545454545456,34,82,29,145,210
2015-08-10,2.1950073298236198e+20,500847623878,56,197,265,85.80982864357864,9.8256259018759,62,194,92,348,545
2015-08-11,1.968982401212257e+20,449060710576,22,118,193,56.05848124098124,16.803802308802307,29,214,69,312,430
2015-08-12,1.8312415298718594e+20,417422342860,53,182,277,54.46133352758353,11.467458513708513,31,201,58,290,472
2015-08-13,4.03737292661178e+20,919824020116,123,305,718,151.07656158656158,28.340912698412698,106,347,186,639,944
2015-08-14,3.129163380884603e+20,712578380905,36,1057,467,109.40277326839826,19.02733134920635,68,292,135,495,1552
2015-08-15,1.2587201483526822e+20,286488386782,6,42,97,32.622034632034634,1.0642207792207792,17,152,30,199,241
2015-08-16,7.024941769051793e+19,159809448479,8,51,80,22.46181818181818,6.131688311688311,10,75,26,111,162
2015-08-17,4.660990707143293e+20,1059709219136,155,442,1344,224.8531948051948,52.22201623376623,104,361,271,736,1178
2015-08-18,2.4141201579196452e+20,548603234934,31,72,186,78.73770202020202,20.102978595478593,36,254,91,381,453
2015-08-19,1.8005690392621233e+20,408958043850,40,242,324,63.182772366522364,20.690070346320343,29,173,82,284,526
2015-08-20,1.700105087884466e+20,385941437021,48,169,242,71.93630711880712,20.30376262626263,34,150,84,268,437
2015-08-21,1.599505710919623e+20,362921601376,36,140,172,61.235950577200576,14.270594035594035,41,148,63,252,392
2015-08-22,5.27064145401281e+19,119539491319,20,78,113,12.538614718614719,5.7968290043290045,6,57,20,83,161
2015-08-23,4.1939390126869406e+19,95062238099,9,42,59,11.94845238095238,4.38547619047619,6,44,16,66,108
2015-08-24,1.945574130120365e+20,440769604057,46,125,223,87.12866161616162,27.411423160173157,38,161,107,306,431
2015-08-25,1.7177004763223903e+20,388938613707,41,56,177,59.124170274170275,10.000117243867244,35,174,61,270,326
2015-08-26,2.297820210266448e+20,520053728626,20,86,186,79.26897546897547,23.20500541125541,29,229,103,361,447
2015-08-27,3.4265380906239276e+20,775088250366,93,265,445,129.4633651996152,48.24766414141414,62,324,152,538,803
2015-08-28,3.001480443371435e+20,678602143078,67,174,285,95.28711399711399,24.085753968253968,41,328,102,471,645
2015-08-29,1.5811536419894873e+20,357328714055,17,42,117,56.87999278499279,13.594962121212122,19,171,58,248,290
2015-08-30,1.1929351890543632e+20,269453931441,13,48,109,36.759826839826836,3.413852813852814,43,114,30,187,235
2015-08-31,2.1575707215095837e+20,487066715838,51,77,189,84.06025974025974,16.642003066378066,38,216,84,338,415
2015-09-01,1.769241795325259e+20,399189299334,40,94,181,71.22051587301587,14.986244588744588,48,144,85,277,371
2015-09-02,1.8725186171850532e+20,422272970228,52,124,189,76.08761183261183,33.54958152958153,27,157,109,293,417
2015-09-03,2.0589309267145137e+20,464093600285,34,119,138,84.63115606615607,29.866204674954673,36,174,112,322,441
2015-09-04,1.695446618269558e+20,381963865523,14,124,91,59.862339466089466,13.32263437950938,32,178,55,265,389
2015-09-05,4.672999238969379e+19,105226251498,6,19,20,13.748406685906685,5.654410173160173,5,47,21,73,92
